ID	HEX	名称	文名称	英文名称	版本存在
2112	0840	波普海豚的黏液	ナミイルカのねんえき	Finizen Mucus	TRUE
2113	0841	迷你芙的油	ミニーブのオイル	Smoliv Oil	TRUE
2114	0842	热辣娃的种子	カプサイジのたね	Capsakid Seed	TRUE
2115	0843	光蚪仔的黏液	ズピカのねんえき	Tadbulb Mucus	TRUE
2116	0844	噗隆隆的气体	ブロロンのガス	Varoom Fume	TRUE
2117	0845	拖拖蚓的锈	ミミズズのさび	Orthworm Tarnish	TRUE
2118	0846	一对鼠的毛	ワッカネズミのけ	Tandemaus Fur	TRUE
2119	0847	走鲸的油脂	アルクジラのあぶら	Cetoddle Grease	TRUE
2120	0848	凉脊龙的鳞片	セビエのウロコ	Frigibax Scales	TRUE
2121	0849	米立龙的鳞片	シャリタツのウロコ	Tatsugiri Scales	TRUE
2122	084A	摩托蜥的鳞片	モトトカゲのウロコ	Cyclizar Scales	TRUE
2123	084B	布拨的毛	パモのけ	Pawmi Fur	TRUE
2124	084C				TRUE
2125	084D				TRUE
2126	084E	电海燕的羽毛	カイデンのはね	Wattrel Feather	TRUE
2127	084F	下石鸟的羽毛	オトシドリのはね	Bombirdier Feather	TRUE
2128	0850	怒鹦哥的羽毛	イキリンコのはね	Squawkabilly Feather	TRUE
2129	0851	缠红鹤的羽绒	カラミンゴのうもう	Flamigo Down	TRUE
2130	0852	毛崖蟹的钳子	ガケガニのハサミ	Klawf Claw	TRUE
2131	0853	盐石宝的盐	コジオのしお	Nacli Salt	TRUE
2132	0854	晶光芽的结晶	キラーメのけっしょう	Glimmet Crystal	TRUE
2133	0855	滋汁鼹的墨汁	シルシュルーのインク	Shroodle Ink	TRUE
2134	0856	狗仔包的毛	パピモッチのけ	Fidough Fur	TRUE
2135	0857	偶叫獒的牙	オラチフのキバ	Maschiff Fang	TRUE
2136	0858	纳噬草的枝条	アノクサのえだ	Bramblin Twig	TRUE
2137	0859	索财灵的硬币	コレクレーのコイン	Gimmighoul Coin	TRUE
2138	085A				TRUE
2139	085B				TRUE
2140	085C				TRUE
2141	085D				TRUE
2142	085E				TRUE
2143	085F				TRUE
2144	0860				TRUE
2145	0861				TRUE
2146	0862				TRUE
2147	0863				TRUE
2148	0864				TRUE
2149	0865				TRUE
2150	0866				TRUE
2151	0867				TRUE
2152	0868				TRUE
2153	0869				TRUE
2154	086A				TRUE
2155	086B				TRUE
2156	086C	小锻匠的毛	カヌチャンのけ	Tinkatink Hair	TRUE
2157	086D	炭小侍的煤灰	カルボウのすす	Charcadet Soot	TRUE
2158	086E	原野水母的薄片	ノノクラゲのヒラヒラ	Toedscool Flaps	TRUE
2159	086F	乌波的黏液	ウパーのねんえき	Wooper Slime	TRUE
2160	0870	招式学习器１００	わざマシン１００	TM100	TRUE
2161	0871	招式学习器１０１	わざマシン１０１	TM101	TRUE
2162	0872	招式学习器１０２	わざマシン１０２	TM102	TRUE
2163	0873	招式学习器１０３	わざマシン１０３	TM103	TRUE
2164	0874	招式学习器１０４	わざマシン１０４	TM104	TRUE
2165	0875	招式学习器１０５	わざマシン１０５	TM105	TRUE
2166	0876	招式学习器１０６	わざマシン１０６	TM106	TRUE
2167	0877	招式学习器１０７	わざマシン１０７	TM107	TRUE
2168	0878	招式学习器１０８	わざマシン１０８	TM108	TRUE
2169	0879	招式学习器１０９	わざマシン１０９	TM109	TRUE
2170	087A	招式学习器１１０	わざマシン１１０	TM110	TRUE
2171	087B	招式学习器１１１	わざマシン１１１	TM111	TRUE
2172	087C	招式学习器１１２	わざマシン１１２	TM112	TRUE
2173	087D	招式学习器１１３	わざマシン１１３	TM113	TRUE
2174	087E	招式学习器１１４	わざマシン１１４	TM114	TRUE
2175	087F	招式学习器１１５	わざマシン１１５	TM115	TRUE
2176	0880	招式学习器１１６	わざマシン１１６	TM116	TRUE
2177	0881	招式学习器１１７	わざマシン１１７	TM117	TRUE
2178	0882	招式学习器１１８	わざマシン１１８	TM118	TRUE
2179	0883	招式学习器１１９	わざマシン１１９	TM119	TRUE
2180	0884	招式学习器１２０	わざマシン１２０	TM120	TRUE
2181	0885	招式学习器１２１	わざマシン１２１	TM121	TRUE
2182	0886	招式学习器１２２	わざマシン１２２	TM122	TRUE
2183	0887	招式学习器１２３	わざマシン１２３	TM123	TRUE
2184	0888	招式学习器１２４	わざマシン１２４	TM124	TRUE
2185	0889	招式学习器１２５	わざマシン１２５	TM125	TRUE
2186	088A	招式学习器１２６	わざマシン１２６	TM126	TRUE
2187	088B	招式学习器１２７	わざマシン１２７	TM127	TRUE
2188	088C	招式学习器１２８	わざマシン１２８	TM128	TRUE
2189	088D	招式学习器１２９	わざマシン１２９	TM129	TRUE
2190	088E	招式学习器１３０	わざマシン１３０	TM130	TRUE
2191	088F	招式学习器１３１	わざマシン１３１	TM131	TRUE
2192	0890	招式学习器１３２	わざマシン１３２	TM132	TRUE
2193	0891	招式学习器１３３	わざマシン１３３	TM133	TRUE
2194	0892	招式学习器１３４	わざマシン１３４	TM134	TRUE
2195	0893	招式学习器１３５	わざマシン１３５	TM135	TRUE
2196	0894	招式学习器１３６	わざマシン１３６	TM136	TRUE
2197	0895	招式学习器１３７	わざマシン１３７	TM137	TRUE
2198	0896	招式学习器１３８	わざマシン１３８	TM138	TRUE
2199	0897	招式学习器１３９	わざマシン１３９	TM139	TRUE
2200	0898	招式学习器１４０	わざマシン１４０	TM140	TRUE
2201	0899	招式学习器１４１	わざマシン１４１	TM141	TRUE
2202	089A	招式学习器１４２	わざマシン１４２	TM142	TRUE
2203	089B	招式学习器１４３	わざマシン１４３	TM143	TRUE
2204	089C	招式学习器１４４	わざマシン１４４	TM144	TRUE
2205	089D	招式学习器１４５	わざマシン１４５	TM145	TRUE
2206	089E	招式学习器１４６	わざマシン１４６	TM146	TRUE
2207	089F	招式学习器１４７	わざマシン１４７	TM147	TRUE
2208	08A0	招式学习器１４８	わざマシン１４８	TM148	TRUE
2209	08A1	招式学习器１４９	わざマシン１４９	TM149	TRUE
2210	08A2	招式学习器１５０	わざマシン１５０	TM150	TRUE
2211	08A3	招式学习器１５１	わざマシン１５１	TM151	TRUE
2212	08A4	招式学习器１５２	わざマシン１５２	TM152	TRUE
2213	08A5	招式学习器１５３	わざマシン１５３	TM153	TRUE
2214	08A6	招式学习器１５４	わざマシン１５４	TM154	TRUE
2215	08A7	招式学习器１５５	わざマシン１５５	TM155	TRUE
2216	08A8	招式学习器１５６	わざマシン１５６	TM156	TRUE
2217	08A9	招式学习器１５７	わざマシン１５７	TM157	TRUE
2218	08AA	招式学习器１５８	わざマシン１５８	TM158	TRUE
2219	08AB	招式学习器１５９	わざマシン１５９	TM159	TRUE
2220	08AC	招式学习器１６０	わざマシン１６０	TM160	TRUE
2221	08AD	招式学习器１６１	わざマシン１６１	TM161	TRUE
2222	08AE	招式学习器１６２	わざマシン１６２	TM162	TRUE
2223	08AF	招式学习器１６３	わざマシン１６３	TM163	TRUE
2224	08B0	招式学习器１６４	わざマシン１６４	TM164	TRUE
2225	08B1	招式学习器１６５	わざマシン１６５	TM165	TRUE
2226	08B2	招式学习器１６６	わざマシン１６６	TM166	TRUE
2227	08B3	招式学习器１６７	わざマシン１６７	TM167	TRUE
2228	08B4	招式学习器１６８	わざマシン１６８	TM168	TRUE
2229	08B5	招式学习器１６９	わざマシン１６９	TM169	TRUE
2230	08B6	招式学习器１７０	わざマシン１７０	TM170	TRUE
2231	08B7	招式学习器１７１	わざマシン１７１	TM171	TRUE
2232	08B8	招式学习器１７２	わざマシン１７２	TM172	TRUE
2233	08B9	招式学习器１７３	わざマシン１７３	TM173	TRUE
2234	08BA	招式学习器１７４	わざマシン１７４	TM174	TRUE
2235	08BB	招式学习器１７５	わざマシン１７５	TM175	TRUE
2236	08BC	招式学习器１７６	わざマシン１７６	TM176	TRUE
2237	08BD	招式学习器１７７	わざマシン１７７	TM177	TRUE
2238	08BE	招式学习器１７８	わざマシン１７８	TM178	TRUE
2239	08BF	招式学习器１７９	わざマシン１７９	TM179	TRUE
2240	08C0	招式学习器１８０	わざマシン１８０	TM180	TRUE
2241	08C1	招式学习器１８１	わざマシン１８１	TM181	TRUE
2242	08C2	招式学习器１８２	わざマシン１８２	TM182	TRUE
2243	08C3	招式学习器１８３	わざマシン１８３	TM183	TRUE
2244	08C4	招式学习器１８４	わざマシン１８４	TM184	TRUE
2245	08C5	招式学习器１８５	わざマシン１８５	TM185	TRUE
2246	08C6	招式学习器１８６	わざマシン１８６	TM186	TRUE
2247	08C7	招式学习器１８７	わざマシン１８７	TM187	TRUE
2248	08C8	招式学习器１８８	わざマシン１８８	TM188	TRUE
2249	08C9	招式学习器１８９	わざマシン１８９	TM189	TRUE
2250	08CA	招式学习器１９０	わざマシン１９０	TM190	TRUE
2251	08CB	招式学习器１９１	わざマシン１９１	TM191	TRUE
2252	08CC	招式学习器１９２	わざマシン１９２	TM192	TRUE
2253	08CD	招式学习器１９３	わざマシン１９３	TM193	TRUE
2254	08CE	招式学习器１９４	わざマシン１９４	TM194	TRUE
2255	08CF	招式学习器１９５	わざマシン１９５	TM195	TRUE
2256	08D0	招式学习器１９６	わざマシン１９６	TM196	TRUE
2257	08D1	招式学习器１９７	わざマシン１９７	TM197	TRUE
2258	08D2	招式学习器１９８	わざマシン１９８	TM198	TRUE
2259	08D3	招式学习器１９９	わざマシン１９９	TM199	TRUE
2260	08D4	招式学习器２００	わざマシン２００	TM200	TRUE
2261	08D5	招式学习器２０１	わざマシン２０１	TM201	TRUE
2262	08D6	招式学习器２０２	わざマシン２０２	TM202	TRUE
2263	08D7	招式学习器２０３	わざマシン２０３	TM203	TRUE
2264	08D8	招式学习器２０４	わざマシン２０４	TM204	TRUE
2265	08D9	招式学习器２０５	わざマシン２０５	TM205	TRUE
2266	08DA	招式学习器２０６	わざマシン２０６	TM206	TRUE
2267	08DB	招式学习器２０７	わざマシン２０７	TM207	TRUE
2268	08DC	招式学习器２０８	わざマシン２０８	TM208	TRUE
2269	08DD	招式学习器２０９	わざマシン２０９	TM209	TRUE
2270	08DE	招式学习器２１０	わざマシン２１０	TM210	TRUE
2271	08DF	招式学习器２１１	わざマシン２１１	TM211	TRUE
2272	08E0	招式学习器２１２	わざマシン２１２	TM212	TRUE
2273	08E1	招式学习器２１３	わざマシン２１３	TM213	TRUE
2274	08E2	招式学习器２１４	わざマシン２１４	TM214	TRUE
2275	08E3	招式学习器２１５	わざマシン２１５	TM215	TRUE
2276	08E4	招式学习器２１６	わざマシン２１６	TM216	TRUE
2277	08E5	招式学习器２１７	わざマシン２１７	TM217	TRUE
2278	08E6	招式学习器２１８	わざマシン２１８	TM218	TRUE
2279	08E7	招式学习器２１９	わざマシン２１９	TM219	TRUE
2280	08E8	招式学习器２２０	わざマシン２２０	TM220	TRUE
2281	08E9	招式学习器２２１	わざマシン２２１	TM221	TRUE
2282	08EA	招式学习器２２２	わざマシン２２２	TM222	TRUE
2283	08EB	招式学习器２２３	わざマシン２２３	TM223	TRUE
2284	08EC	招式学习器２２４	わざマシン２２４	TM224	TRUE
2285	08ED	招式学习器２２５	わざマシン２２５	TM225	TRUE
2286	08EE	招式学习器２２６	わざマシン２２６	TM226	TRUE
2287	08EF	招式学习器２２７	わざマシン２２７	TM227	TRUE
2288	08F0	招式学习器２２８	わざマシン２２８	TM228	TRUE
2289	08F1	招式学习器２２９	わざマシン２２９	TM229	TRUE
2290	08F2				#N/A
2291	08F3				#N/A
2292	08F4				#N/A
2293	08F5				#N/A
2294	08F6				#N/A
2295	08F7				#N/A
2296	08F8				#N/A
2297	08F9				#N/A
2298	08FA				#N/A
2299	08FB				#N/A
2300	08FC				#N/A
2301	08FD				#N/A
2302	08FE				#N/A
2303	08FF				#N/A
2304	0900				#N/A
2305	0901				#N/A
2306	0902				#N/A
2307	0903				#N/A
2308	0904				#N/A
2309	0905				#N/A
2310	0906				#N/A
2311	0907	野餐组合	ピクニックセット	Picnic Set	TRUE
2312	0908				#N/A
2313	0909	校园水壶	スクールボトル	Academy Bottle	TRUE
2314	090A	校园水壶	スクールボトル	Academy Bottle	TRUE
2315	090B	圆点水壶	みずたまボトル	Polka-Dot Bottle	TRUE
2316	090C	条纹水壶	ストライプボトル	Striped Bottle	TRUE
2317	090D	菱纹水壶	ダイヤボトル	Diamond Bottle	TRUE
2318	090E	校园水杯	スクールカップ	Academy Cup	TRUE
2319	090F	校园水杯	スクールカップ	Academy Cup	TRUE
2320	0910	直条纹水杯	たてストライプカップ	Striped Cup	TRUE
2321	0911	圆点水杯	みずたまカップ	Polka-Dot Cup	TRUE
2322	0912	花朵水杯	フラワーカップ	Flower Pattern Cup	TRUE
2323	0913	校园桌巾	スクールクロス	Academy Tablecloth	TRUE
2324	0914	校园桌巾	スクールクロス	Academy Tablecloth	TRUE
2325	0915	幻彩桌巾	ファンシークロス	Whimsical Tablecloth	TRUE
2326	0916	大自然桌巾	ネイチャークロス	Leafy Tablecloth	TRUE
2327	0917	鬼祟桌巾	うらめしクロス	Spooky Tablecloth	TRUE
2328	0918				#N/A
2329	0919	校园球	スクールボール	Academy Ball	TRUE
2330	091A	校园球	スクールボール	Academy Ball	TRUE
2331	091B	玛力露球	マリルボール	Marill Ball	TRUE
2332	091C	毛线球	けいとボール	Yarn Ball	TRUE
2333	091D	电竞球	ゲーミングボール	Cyber Ball	TRUE
2334	091E	金色三明治签	ゴールドピック	Gold Pick	TRUE
2335	091F	银色三明治签	シルバーピック	Silver Pick	TRUE
2336	0920	红旗子三明治签	あかいはたピック	Red-Flag Pick	TRUE
2337	0921	蓝旗子三明治签	あおいはたピック	Blue-Flag Pick	TRUE
2338	0922	皮卡丘三明治签	ピカピカピック	Pika-Pika Pick	TRUE
2339	0923	眨眼皮卡丘三明治签	パチピカピック	Winking Pika Pick	TRUE
2340	0924	伊布三明治签	ブイブイピック	Vee-Vee Pick	TRUE
2341	0925	笑脸伊布三明治签	ニコブイピック	Smiling Vee Pick	TRUE
2342	0926	蓝珠珠三明治签	あおボールピック	Blue Poké Ball Pick	TRUE
2343	0927				#N/A
2344	0928	庆祝之铠	イワイノヨロイ	Auspicious Armor	TRUE
2345	0929	头领凭证	かしらのしるし	Leader’s Crest	TRUE
2346	092A				#N/A
2347	092B				#N/A
2348	092C	粉红水壶	ピンクボトル	Pink Bottle	TRUE
2349	092D	蓝色水壶	ブルーボトル	Blue Bottle	TRUE
2350	092E	黄色水壶	イエローボトル	Yellow Bottle	TRUE
2351	092F	红纹不锈钢水壶	Rステンレスボトル	Steel Bottle (R)	TRUE
2352	0930	黄纹不锈钢水壶	Yステンレスボトル	Steel Bottle (Y)	TRUE
2353	0931	蓝纹不锈钢水壶	Bステンレスボトル	Steel Bottle (B)	TRUE
2354	0932	银钛水壶	シルバーチタンボトル	Silver Bottle	TRUE
2355	0933	横条纹水杯	よこストライプカップ	Barred Cup	TRUE
2356	0934	菱纹水杯	ダイヤカップ	Diamond Pattern Cup	TRUE
2357	0935	火焰水杯	ファイヤーカップ	Fire Pattern Cup	TRUE
2358	0936	粉红水杯	ピンクカップ	Pink Cup	TRUE
2359	0937	蓝色水杯	ブルーカップ	Blue Cup	TRUE
2360	0938	黄色水杯	イエローカップ	Yellow Cup	TRUE
2361	0939	皮卡丘水杯	ピカチュウカップ	Pikachu Cup	TRUE
2362	093A	伊布水杯	イーブイカップ	Eevee Cup	TRUE
2363	093B	呆呆兽水杯	ヤドンカップ	Slowpoke Cup	TRUE
2364	093C	银钛水杯	シルバーチタンカップ	Silver Cup	TRUE
2365	093D	瑜珈球	バランスボール	Exercise Ball	TRUE
2366	093E	黄色格子桌巾	きいろチェッククロス	Plaid Tablecloth (Y)	TRUE
2367	093F	蓝色格子桌巾	あおチェッククロス	Plaid Tablecloth (B)	TRUE
2368	0940	红色格子桌巾	あかチェッククロス	Plaid Tablecloth (R)	TRUE
2369	0941	黑白草丛桌巾	くさむらモノクロス	B&W Grass Tablecloth	TRUE
2370	0942	对决桌巾	しょうぶクロス	Battle Tablecloth	TRUE
2371	0943	怪兽桌巾	かいじゅうクロス	Monstrous Tablecloth	TRUE
2372	0944	条纹桌巾	ストライプクロス	Striped Tablecloth	TRUE
2373	0945	菱纹桌巾	ダイヤクロス	Diamond Tablecloth	TRUE
2374	0946	圆点桌巾	みずたまクロス	Polka-Dot Tablecloth	TRUE
2375	0947	紫色桌巾	パープルクロス	Lilac Tablecloth	TRUE
2376	0948	浅绿桌巾	ミントクロス	Mint Tablecloth	TRUE
2377	0949	米色桌巾	ベージュクロス	Peach Tablecloth	TRUE
2378	094A	黄色桌巾	イエロークロス	Yellow Tablecloth	TRUE
2379	094B	蓝色桌巾	ブルークロス	Blue Tablecloth	TRUE
2380	094C	粉红桌巾	ピンククロス	Pink Tablecloth	TRUE
2381	094D	金钛水壶	ゴールドチタンボトル	Gold Bottle	TRUE
2382	094E	铜钛水壶	ブロンズチタンボトル	Bronze Bottle	TRUE
2383	094F	金钛水杯	ゴールドチタンカップ	Gold Cup	TRUE
2384	0950	铜钛水杯	ブロンズチタンカップ	Bronze Cup	TRUE
2385	0951	绿珠珠三明治签	みどりボールピック	Green Poké Ball Pick	TRUE
2386	0952	红珠珠三明治签	あかボールピック	Red Poké Ball Pick	TRUE
2387	0953	烟花祝庆三明治签	おいわいはなびピック	Party Sparkler Pick	TRUE
2388	0954	勇者之剑三明治签	ゆうしゃのけんピック	Heroic Sword Pick	TRUE
2389	0955	魔法星星三明治签	マジカルスターピック	Magical Star Pick	TRUE
2390	0956	魔法甜心三明治签	マジカルハートピック	Magical Heart Pick	TRUE
2391	0957	阳伞三明治签	パラソルピック	Parasol Pick	TRUE
2392	0958	晴空花三明治签	あおぞらおはなピック	Blue-Sky Flower Pick	TRUE
2393	0959	夕阳花三明治签	ゆうやけおはなピック	Sunset Flower Pick	TRUE
2394	095A	朝霞花三明治签	あさやけおはなピック	Sunrise Flower Pick	TRUE
2395	095B	蓝色盘子	ブループレート	Blue Dish	TRUE
2396	095C	绿色盘子	グリーンプレート	Green Dish	TRUE
2397	095D	橘色盘子	オレンジプレート	Orange Dish	TRUE
2398	095E	红色盘子	レッドプレート	Red Dish	TRUE
2399	095F	白色盘子	ホワイトプレート	White Dish	TRUE
2400	0960	黄色盘子	イエロープレート	Yellow Dish	TRUE
2401	0961	妖精之羽	ようせいのハネ	Fairy Feather	TRUE
2402	0962	蜜汁苹果	みついりりんご	Syrupy Apple	TRUE
2403	0963	凡作茶碗	ボンサクのちゃわん	Unremarkable Teacup	TRUE
2404	0964	杰作茶碗	ケッサクのちゃわん	Masterpiece Teacup	TRUE
2405	0965	碧草面具	みどりのめん	Teal Mask	TRUE
2406	0966	础石面具	いしずえのめん	Cornerstone Mask	TRUE
2407	0967	水井面具	いどのめん	Wellspring Mask	TRUE
2408	0968	火灶面具	かまどのめん	Hearthflame Mask	TRUE
2409	0969	碧之时尚名人卡	おしゃれカードみどり	Teal Style Card	TRUE
2410	096A	结晶碎片	けっしょうのかけら	Crystal Cluster	TRUE
2411	096B	体力粘糕	たいりょくのもち	Health Mochi	TRUE
2412	096C	肌力粘糕	きんりょくのもち	Muscle Mochi	TRUE
2413	096D	抵抗粘糕	ていこうのもち	Resist Mochi	TRUE
2414	096E	智力粘糕	ちりょくのもち	Genius Mochi	TRUE
2415	096F	精神粘糕	せいしんのもち	Clever Mochi	TRUE
2416	0970	瞬发粘糕	しゅんぱつのもち	Swift Mochi	TRUE
2417	0971	简约椅子	シンプルチェア	Simple Chairs	TRUE
2418	0972	校园椅子	スクールチェア	Academy Chairs	TRUE
2419	0973	校园椅子	スクールチェア	Academy Chairs	TRUE
2420	0974	幻彩椅子	ファンシーチェア	Whimsical Chairs	TRUE
2421	0975	大自然椅子	ネイチャーチェア	Leafy Chairs	TRUE
2422	0976	鬼祟椅子	うらめしチェア	Spooky Chairs	TRUE
2423	0977	黄色格子椅子	きいろチェックチェア	Plaid Chairs (Y)	TRUE
2424	0978	蓝色格子椅子	あおチェックチェア	Plaid Chairs (B)	TRUE
2425	0979	红色格子椅子	あかチェックチェア	Plaid Chairs (R)	TRUE
2426	097A	草丛椅子	くさむらチェア	B&W Grass Chairs	TRUE
2427	097B	对决椅子	しょうぶチェア	Battle Chairs	TRUE
2428	097C	怪兽椅子	かいじゅうチェア	Monstrous Chairs	TRUE
2429	097D	条纹椅子	ストライプチェア	Striped Chairs	TRUE
2430	097E	菱纹椅子	ダイヤチェア	Diamond Chairs	TRUE
2431	097F	圆点椅子	みずたまチェア	Polka-Dot Chairs	TRUE
2432	0980	紫色椅子	パープルチェア	Lilac Chairs	TRUE
2433	0981	浅绿椅子	ミントチェア	Mint Chairs	TRUE
2434	0982	米色椅子	ベージュチェア	Peach Chairs	TRUE
2435	0983	黄色椅子	イエローチェア	Yellow Chairs	TRUE
2436	0984	蓝色椅子	ブルーチェア	Blue Chairs	TRUE
2437	0985	粉红椅子	ピンクチェア	Pink Chairs	TRUE
2438	0986	阿柏蛇的牙	アーボのキバ	Ekans Fang	TRUE
2439	0987	穿山鼠的爪子	サンドのツメ	Sandshrew Claw	TRUE
2440	0988	皮宝宝的毛	ピィのけ	Cleffa Fur	TRUE
2441	0989	六尾的毛	ロコンのけ	Vulpix Fur	TRUE
2442	098A	蚊香蝌蚪的黏液	ニョロモのねんえき	Poliwag Slime	TRUE
2443	098B	喇叭芽的藤蔓	マダツボミのツル	Bellsprout Vine	TRUE
2444	098C	小拳石的碎片	イシツブテのかけら	Geodude Fragment	TRUE
2445	098D	瓦斯弹的气体	ドガースのガス	Koffing Gas	TRUE
2446	098E	小卡比兽的牙	ゴンベのキバ	Munchlax Fang	TRUE
2447	098F	尾立的毛	オタチのけ	Sentret Fur	TRUE
2448	0990	咕咕的羽毛	ホーホーのはね	Hoothoot Feather	TRUE
2449	0991	圆丝蛛的丝	イトマルのいと	Spinarak Thread	TRUE
2450	0992	长尾怪手的毛	エイパムのけ	Aipom Hair	TRUE
2451	0993	蜻蜻蜓的刺	ヤンヤンマのトゲ	Yanma Spike	TRUE
2452	0994	天蝎的牙	グライガーのキバ	Gligar Fang	TRUE
2453	0995	熔岩虫的熔岩	マグマッグのようがん	Slugma Lava	TRUE
2454	0996	小山猪的毛	ウリムーのけ	Swinub Hair	TRUE
2455	0997	土狼犬的牙	ポチエナのキバ	Poochyena Fang	TRUE
2456	0998	莲叶童子的叶片	ハスボーのはっぱ	Lotad Leaf	TRUE
2457	0999	橡实果的枝条	タネボーのえだ	Seedot Stem	TRUE
2458	099A	朝北鼻的碎片	ノズパスのかけら	Nosepass Fragment	TRUE
2459	099B	电萤虫的汁液	バルビートのしる	Volbeat Fluid	TRUE
2460	099C	甜甜萤的汁液	イルミーゼのしる	Illumise Fluid	TRUE
2461	099D	龙虾小兵的壳	ヘイガニのから	Corphish Shell	TRUE
2462	099E	丑丑鱼的鳞片	ヒンバスのうろこ	Feebas Scales	TRUE
2463	099F	夜巡灵的碎片	ヨマワルのかけら	Duskull Fragment	TRUE
2464	09A0	铃铛响的碎片	リーシャンのかけら	Chingling Fragment	TRUE
2465	09A1	搬运小匠的汗	ドッコラーのあせ	Timburr Sweat	TRUE
2466	09A2	虫宝包的叶片	クルミルのはっぱ	Sewaddle Leaf	TRUE
2467	09A3	鸭宝宝的羽毛	コアルヒーのはね	Ducklett Feather	TRUE
2468	09A4	烛光灵的煤灰	ヒトモシのすす	Litwick Soot	TRUE
2469	09A5	功夫鼬的爪子	コジョフーのツメ	Mienfoo Claw	TRUE
2470	09A6	秃鹰丫头的羽毛	バルチャイのはね	Vullaby Feather	TRUE
2471	09A7	小碎钻的宝石	メレシーのほうせき	Carbink Jewel	TRUE
2472	09A8	小木灵的枝条	ボクレーのえだ	Phantump Twig	TRUE
2473	09A9	强颚鸡母虫的丝	アゴジムシのいと	Grubbin Thread	TRUE
2474	09AA	萌虻的粉	アブリーのこな	Cutiefly Powder	TRUE
2475	09AB	心鳞宝的鳞片	ジャラコのウロコ	Jangmo-o Scales	TRUE
2476	09AC	古月鸟的羽绒	ウッウのうもう	Cramorant Down	TRUE
2477	09AD	莫鲁贝可的种子	モルペコのたね	Morpeko Snack	TRUE
2478	09AE	斯魔茶的粉	チャデスのこな	Poltchageist Powder	TRUE
2479	09AF	净空粘糕	まっさらもち	Fresh-Start Mochi	TRUE
2480	09B0	洛拍棒	ロトりぼう	Roto-Stick	TRUE
2481	09B1	晶耀护符	きらめくおまもり	Glimmering Charm	TRUE
2482	09B2	复合金属	ふくごうきんぞく	Metal Alloy	TRUE
2483	09B3	蓝之时尚名人卡	おしゃれカードあお	Indigo Style Card	TRUE
2484	09B4	走路草的叶片	ナゾノクサのはっぱ	Oddish Leaf	TRUE
2485	09B5	玛瑙水母的针	メノクラゲのはり	Tentacool Stinger	TRUE
2486	09B6	嘟嘟的羽绒	ドードーのうもう	Doduo Down	TRUE
2487	09B7	小海狮的毛	パウワウのけ	Seel Fur	TRUE
2488	09B8	蛋蛋的壳	タマタマのから	Exeggcute Shell	TRUE
2489	09B9	无畏小子的汗	バルキーのあせ	Tyrogue Sweat	TRUE
2490	09BA	独角犀牛的牙	サイホーンのキバ	Rhyhorn Fang	TRUE
2491	09BB	墨海马的墨汁	タッツーのスミ	Horsea Ink	TRUE
2492	09BC	电击怪的毛	エレキッドのけ	Elekid Fur	TRUE
2493	09BD	鸭嘴宝宝的毛	ブビィのけ	Magby Hair	TRUE
2494	09BE	拉普拉斯的眼泪	ラプラスのなみだ	Lapras Teardrop	TRUE
2495	09BF	多边兽的碎片	ポリゴンのかけら	Porygon Fragment	TRUE
2496	09C0	灯笼鱼的电力	チョンチーのでんき	Chinchou Sparks	TRUE
2497	09C1	布鲁的毛	ブルーのけ	Snubbull Hair	TRUE
2498	09C2	盔甲鸟的羽毛	エアームドのはね	Skarmory Feather	TRUE
2499	09C3	图图犬的墨汁	ドーブルのインク	Smeargle Paint	TRUE
2500	09C4	正电拍拍的毛	プラスルのけ	Plusle Fur	TRUE
2501	09C5	负电拍拍的毛	マイナンのけ	Minun Fur	TRUE
2502	09C6	大颚蚁的壳	ナックラーのから	Trapinch Shell	TRUE
2503	09C7	铁哑铃的爪子	ダンバルのツメ	Beldum Claw	TRUE
2504	09C8	头盖龙的刺	ズガイドスのトゲ	Cranidos Spike	TRUE
2505	09C9	盾甲龙的爪子	タテトプスのツメ	Shieldon Claw	TRUE
2506	09CA	斑斑马的鬃毛	シママのたてがみ	Blitzle Mane Hair	TRUE
2507	09CB	螺钉地鼠的爪子	モグリューのツメ	Drilbur Claw	TRUE
2508	09CC	木棉球的棉絮	モンメンのわたげ	Cottonee Fluff	TRUE
2509	09CD	滑滑小子的汗	ズルッグのあせ	Scraggy Sweat	TRUE
2510	09CE	泡沫栗鼠的毛	チラーミィのけ	Minccino Fur	TRUE
2511	09CF	单卵细胞球的凝胶	ユニランのジェル	Solosis Gel	TRUE
2512	09D0	电电虫的丝	バチュルのいと	Joltik Thread	TRUE
2513	09D1	泥偶小人的碎片	ゴビットのかけら	Golett Shard	TRUE
2514	09D2	妙喵的毛	ニャスパーのけ	Espurr Fur	TRUE
2515	09D3	好啦鱿的墨汁	マーイーカのスミ	Inkay Ink	TRUE
2516	09D4	小笃儿的羽毛	ツツケラのはね	Pikipek Feather	TRUE
2517	09D5	滴蛛的丝	シズクモのいと	Dewpider Thread	TRUE
2518	09D6	花疗环环的花	キュワワーのはな	Comfey Flower	TRUE
2519	09D7	小陨星的壳	メテノのから	Minior Shell	TRUE
2520	09D8	小仙奶的奶油	マホミルのクリーム	Milcery Cream	TRUE
2521	09D9	铝钢龙的锈	ジュラルドンのさび	Duraludon Tarnish	TRUE
2522	09DA	急冻鸟的点心	フリーザーのおやつ	Articuno Treat	TRUE
